Suburb,Type,Rooms,Bathrooms,Parking,Area,Price
Humewood,Flat,8,1,8,310,12178899
Central,Warehouse,2,2,1,170,9178267
Central,Flat,3,2,2,750,9495507
Central,Officeblock,5,1,8,890,5873308
Humewood,House,6,0,8,370,5583257
Humewood,Warehouse,8,0,12,310,11526721
Missionvale,House,7,2,6,750,1465688
Zwide,Officeblock,8,2,6,400,14221469
Humewood,House,1,3,0,310,13727629
Missionvale,Warehouse,3,0,12,520,13880068
Humewood,Warehouse,5,3,1,420,11538764
Central,Officeblock,4,0,6,520,2098113
Summerstrand,House,3,0,1,400,12643049
Central,House,2,1,6,420,1513802
Summerstrand,Flat,4,1,2,400,3534567
Zwide,Officeblock,8,2,8,580,2790216
Summerstrand,Warehouse,5,4,2,150,11370196
Walmer,House,7,2,4,770,10723180
Walmer,House,4,0,12,310,13439632
Missionvale,Warehouse,5,4,12,370,1228128
Central,House,2,1,2,170,13575148
Humewood,Officeblock,4,0,12,170,12235344
Humewood,Officeblock,2,0,12,810,11729396
Zwide,Flat,5,3,0,200,3302852
Summerstrand,House,3,1,6,790,12848666
Humewood,House,6,4,12,400,8331437
Missionvale,Warehouse,8,2,8,190,1752850
Central,Flat,6,4,12,580,5148043
Humewood,House,4,3,8,520,13439632
Walmer,Warehouse,4,2,8,420,4035927
Central,Officeblock,2,4,2,520,7580424
Humewood,Officeblock,6,3,6,890,808506
Central,Warehouse,2,2,12,310,721367
Zwide,House,7,1,12,150,13575148
Walmer,Warehouse,1,1,6,790,1725954
Central,Flat,8,0,0,890,11307153
Central,Officeblock,7,4,1,170,4450978
Zwide,House,7,1,8,400,10088429
Humewood,Officeblock,8,4,6,890,13810525
Central,Warehouse,6,1,1,520,1725954
Summerstrand,Flat,1,1,2,310,83095
Zwide,Warehouse,8,1,8,750,12660007
Summerstrand,Flat,3,2,6,750,10339186
Walmer,Flat,5,4,8,790,11313826
Summerstrand,Officeblock,3,3,4,520,2372920
Summerstrand,Officeblock,8,2,1,200,4542049
Walmer,House,3,1,8,890,12170082
Walmer,House,7,3,1,370,10719274
Missionvale,Flat,1,4,4,370,5054584
Humewood,Warehouse,3,0,2,200,2734677
Zwide,House,6,3,6,400,7511028
Central,House,2,1,6,170,1384856
Missionvale,Warehouse,5,4,2,190,7781809
Missionvale,Warehouse,3,4,4,520,3754287
Missionvale,Warehouse,6,3,8,200,9182002
Humewood,House,2,1,8,170,14430499
Humewood,House,8,2,0,770,14209030
Summerstrand,Officeblock,3,4,0,420,9901375
Missionvale,Officeblock,4,0,0,370,3302852
Missionvale,Warehouse,7,3,12,150,13178598
Humewood,Flat,7,2,12,370,12347505
Summerstrand,Officeblock,8,2,6,370,4510711
Zwide,Flat,1,0,8,890,2493779
Humewood,House,6,0,4,810,6983734
Humewood,Flat,6,3,1,370,12165340
Missionvale,House,8,4,8,580,3362446
Walmer,Warehouse,8,2,1,170,6106382
Central,Officeblock,4,4,1,790,12081827
Walmer,House,8,2,2,770,521786
Walmer,Flat,5,3,1,750,5683676
Missionvale,House,4,4,4,810,12619025
Walmer,Flat,4,4,6,520,14761420
Summerstrand,House,4,1,2,890,7271115
Walmer,Officeblock,2,1,1,420,11411931
Central,Warehouse,1,1,6,420,14453432
Walmer,Warehouse,6,2,2,810,12461555
Central,Flat,5,1,1,750,13483862
Central,Flat,4,2,4,310,427669
Summerstrand,Officeblock,6,0,6,170,14810144
Missionvale,House,6,2,8,420,2426253
Walmer,Flat,5,4,2,750,9895098
Summerstrand,Warehouse,6,2,0,190,1225911
Missionvale,House,2,3,12,150,890613
Humewood,House,2,1,0,770,9678626
Walmer,Warehouse,8,2,6,170,1018769
Humewood,Warehouse,4,0,8,750,2633196
Central,House,2,2,4,520,6223851
Missionvale,Officeblock,3,3,12,370,12081827
Walmer,Warehouse,6,0,6,310,12636521
Humewood,House,2,2,0,170,521786
Zwide,Warehouse,6,3,12,750,5148043
Humewood,Officeblock,8,3,2,200,11759020
Zwide,Flat,1,4,12,790,13237728
Central,House,5,3,1,750,8675906
Central,House,1,3,12,420,83095
Humewood,Flat,3,1,2,890,6901260
Summerstrand,Officeblock,1,0,1,580,7580424
Missionvale,Flat,2,2,0,520,14616757
Central,Warehouse,6,2,2,420,1819847
Central,Flat,4,4,2,890,8313872
Humewood,Warehouse,5,1,0,200,876463
Missionvale,Officeblock,3,0,8,400,651367
Walmer,Flat,3,0,4,400,11558246
Humewood,House,1,3,1,580,10753340
Zwide,House,8,4,8,200,13818730
Central,Officeblock,2,1,12,310,10718657
Summerstrand,Warehouse,6,1,12,200,340045
Humewood,Officeblock,1,0,8,580,12182706
Central,Officeblock,5,1,2,750,13187314
Walmer,Officeblock,3,2,12,520,12643049
Missionvale,Warehouse,6,2,12,420,9765837
Humewood,Warehouse,7,2,2,150,13756276
Missionvale,Officeblock,2,0,1,420,1644011
Central,Flat,2,0,2,190,14453432
Humewood,House,4,2,4,580,11705020
Missionvale,Flat,7,1,2,750,1117163
Humewood,Officeblock,1,4,12,770,906
Humewood,Flat,1,0,6,420,3323037
Zwide,Warehouse,7,2,0,890,13880068
Summerstrand,Flat,2,4,12,190,5148043
Walmer,Flat,2,3,2,400,8474743
Humewood,Officeblock,8,3,2,790,801494
Humewood,Warehouse,7,2,4,580,9182002
Central,Officeblock,8,3,4,770,8225113
Central,Officeblock,7,3,2,400,2493779
Central,Warehouse,8,0,8,200,9791627
Summerstrand,Warehouse,1,4,0,520,13285002
Zwide,Flat,7,3,8,200,7271115
Summerstrand,Warehouse,4,2,8,420,8975659
Humewood,House,8,0,4,420,4963004
Humewood,House,4,3,2,200,13021870
Missionvale,Flat,3,4,8,750,14585200
Walmer,House,5,3,6,310,7862916
Missionvale,Flat,5,2,4,580,11526721
Missionvale,Officeblock,5,3,12,200,3198514
Central,Warehouse,5,2,12,170,6807215
Missionvale,House,1,1,0,890,10339186
Zwide,Warehouse,1,4,0,520,6470426
Central,Flat,8,1,6,520,4597325
Summerstrand,Officeblock,4,4,6,170,5702510
Zwide,Officeblock,5,1,4,190,8296794
Humewood,Warehouse,8,2,8,790,6732810
Summerstrand,Officeblock,8,4,1,150,4972749
Humewood,House,2,2,2,580,2633196
Missionvale,Flat,4,4,0,790,3160830
Missionvale,Flat,7,0,2,790,4108109
Walmer,Flat,3,1,0,190,9182002
Central,Warehouse,8,1,2,200,11893276
Walmer,Warehouse,3,4,6,580,8225113
Missionvale,Officeblock,3,0,4,370,1644011
Central,House,6,1,4,790,12555914
Zwide,Officeblock,1,0,12,200,9832520
Central,House,7,2,0,150,14761420
Walmer,Warehouse,7,4,8,890,9970288
Humewood,Warehouse,2,4,2,170,9535470
Missionvale,Warehouse,2,1,2,770,12258589
Missionvale,Flat,2,2,6,310,11913825
Zwide,House,1,2,0,890,9809929
Walmer,Warehouse,8,3,8,810,13756276
Humewood,Warehouse,2,2,1,150,9791627
Missionvale,Officeblock,5,0,1,150,3323037
Summerstrand,Warehouse,1,3,4,190,1977956
Central,Warehouse,7,2,0,150,1594447
Humewood,Warehouse,4,2,2,150,11729396
Walmer,Officeblock,4,2,4,520,382769
Summerstrand,House,8,0,1,400,6106382
Central,Flat,4,4,12,420,13781386
Humewood,Officeblock,5,1,2,370,14943123
Summerstrand,Warehouse,1,2,1,420,5492402
Humewood,Flat,4,2,4,890,9495507
Central,Flat,4,1,12,890,2221206
Central,Officeblock,1,0,6,190,4437316
Humewood,House,2,3,1,170,11705020
Humewood,Warehouse,1,4,6,190,2919451
Missionvale,Officeblock,6,1,4,580,6578638
Zwide,House,2,2,8,890,11705020
Zwide,Flat,6,2,6,310,6223851
Zwide,Flat,5,3,0,190,3131253
Missionvale,House,6,2,2,810,9434531
Central,Flat,2,2,1,370,6113017
Summerstrand,Officeblock,5,2,4,770,1165679
Missionvale,Flat,7,0,4,790,5937468
Walmer,Officeblock,7,4,12,890,1018769
Humewood,House,5,0,2,200,2790216
Summerstrand,House,3,4,2,190,14997398
Zwide,Flat,8,4,2,770,3542864
Summerstrand,Flat,3,0,1,810,14334532
Summerstrand,Flat,2,2,12,790,5867639
Walmer,Warehouse,6,4,8,400,13756276
Walmer,House,8,2,0,200,3362446
Zwide,Flat,6,3,2,770,1323745
Missionvale,Warehouse,8,0,12,790,24919
Zwide,Officeblock,4,4,2,790,14997398
Central,Officeblock,2,3,4,310,5494835
Summerstrand,Flat,4,0,4,520,13756276
Missionvale,Warehouse,5,3,2,150,10719274
Summerstrand,House,1,2,1,790,5354925
Zwide,Flat,1,1,0,420,13829438
Humewood,Officeblock,3,1,12,770,12258589
Missionvale,House,2,3,0,150,9113921
Central,Flat,6,2,6,190,5101883
Humewood,Warehouse,4,2,8,520,10221553
Zwide,Warehouse,3,3,0,790,1323745
Missionvale,Warehouse,1,4,8,520,9791627
Zwide,House,1,0,6,190,6881571
Central,Flat,8,1,0,370,5583257
Walmer,Warehouse,4,2,6,150,287456
Summerstrand,Warehouse,1,1,1,810,11558246
Zwide,Warehouse,7,0,0,580,13214868
Summerstrand,Warehouse,4,1,4,170,9465797
Zwide,House,1,1,0,420,3534567
Humewood,Warehouse,3,4,8,770,10088429
Walmer,Officeblock,8,3,12,370,1574907
Central,Officeblock,6,3,12,520,5431442
Zwide,Officeblock,2,2,4,310,10915666
Central,House,3,2,6,750,9678626
Missionvale,Warehouse,3,4,6,190,9182002
Humewood,House,1,1,6,790,2426253
Walmer,House,4,3,12,150,10332102
Zwide,Warehouse,2,1,8,190,875105
Missionvale,Flat,8,3,6,750,6807215
Central,Officeblock,3,0,1,890,13270557
Summerstrand,Warehouse,7,4,6,890,12688335
Central,Officeblock,8,4,2,770,12405453
Missionvale,Flat,1,2,1,520,13321366
Walmer,Warehouse,1,4,12,170,6881571
Walmer,Warehouse,1,0,4,790,955730
Central,Warehouse,8,0,2,520,5375351
Central,Officeblock,3,0,2,810,5386074
Walmer,Flat,1,1,12,420,8772350
Humewood,Warehouse,7,1,8,750,9434531
Zwide,Officeblock,6,3,6,520,7099751
Missionvale,House,4,1,12,170,664475
Missionvale,Flat,3,3,0,770,10918301
Summerstrand,Flat,6,0,2,150,13021870
Missionvale,Officeblock,8,0,1,580,521786
Walmer,Warehouse,3,4,4,520,5386074
Humewood,House,1,4,4,520,4597325
Central,Warehouse,2,2,0,420,6217210
Walmer,Flat,7,2,4,520,11411931
Missionvale,Flat,4,2,6,170,3542864
Walmer,Flat,7,0,2,200,876463
Walmer,Officeblock,1,2,0,580,9262913
Summerstrand,House,2,0,8,400,4023816
Zwide,Officeblock,7,3,8,150,6470426
Humewood,Officeblock,5,2,6,310,13880068
Humewood,Flat,7,1,0,400,12789826
Humewood,Warehouse,4,0,1,520,10753340
Humewood,Officeblock,1,3,6,750,5851500
Missionvale,Warehouse,6,2,8,150,6217210
Walmer,House,7,0,0,790,3160830
Zwide,House,6,4,8,400,11526721
Missionvale,Warehouse,3,4,1,200,6983734
Missionvale,House,8,4,4,370,1228128
Zwide,Flat,2,2,1,400,11370196
Central,Warehouse,8,0,0,150,1368954
Zwide,Flat,1,2,0,150,4176478
Walmer,House,1,2,1,770,2872496
Humewood,Flat,4,2,8,890,7809779
Central,Flat,1,0,1,580,13781421
Walmer,Warehouse,2,1,12,200,4762430
Zwide,Warehouse,7,0,0,420,3876219
Walmer,Flat,4,0,2,200,10339186
Zwide,House,1,4,12,770,5695447
Summerstrand,House,1,0,1,190,6093746
Missionvale,Officeblock,2,1,1,190,8572541
Walmer,House,4,0,6,400,8400118
Humewood,Officeblock,6,4,2,770,4002059
Humewood,Officeblock,7,3,2,150,1752850
Zwide,Officeblock,1,3,8,200,12894158
Missionvale,Warehouse,8,2,8,170,12208778
Summerstrand,Officeblock,6,1,12,810,664475
Humewood,Warehouse,4,3,4,810,14221469
Summerstrand,Flat,6,1,4,810,11468278
Missionvale,Officeblock,7,1,6,310,10719274
Walmer,Flat,6,4,1,790,10000969
Walmer,Officeblock,6,2,4,420,9209028
Zwide,Warehouse,1,0,6,150,2790216
Humewood,Officeblock,4,1,0,370,10723180
Central,Flat,6,2,8,790,13645704
Missionvale,House,3,0,2,310,955730
Zwide,Officeblock,3,2,12,790,11174742
Summerstrand,Warehouse,2,2,4,750,14943123
Missionvale,House,2,4,4,890,3542864
Missionvale,House,3,2,0,770,1890935
Humewood,Warehouse,5,1,2,790,12153519
Central,Officeblock,8,2,6,790,6831851
Missionvale,Officeblock,1,2,8,520,1368954
Central,Officeblock,8,1,4,810,5851500
Walmer,Flat,2,0,0,810,9535470
Zwide,Officeblock,2,2,8,890,8683415
Summerstrand,House,7,0,2,750,9231781
Walmer,Officeblock,5,4,6,810,3542864
Central,House,2,2,0,770,14871310
Central,Warehouse,1,2,8,890,9817109
Zwide,Warehouse,6,2,4,310,1864067
Central,Warehouse,3,0,4,420,5998301
Walmer,House,8,3,4,420,11411931
Walmer,Warehouse,4,1,1,790,5583257
Central,Officeblock,2,0,1,170,11729396
Humewood,Officeblock,6,2,1,370,12546053
Walmer,Warehouse,7,4,1,790,2459573
Zwide,Warehouse,7,3,4,580,823832
Missionvale,Officeblock,8,3,4,370,2123867
Walmer,Flat,8,0,1,400,7271115
Walmer,House,7,0,1,310,1017673
Walmer,Officeblock,7,3,1,750,1017673
Missionvale,Warehouse,1,2,8,420,10719274
Humewood,Officeblock,7,3,4,750,3662800
Zwide,Warehouse,7,1,2,580,9901375
Central,Flat,8,4,12,810,4523922
Central,House,8,3,0,150,12083907
Missionvale,Warehouse,3,3,6,420,8258583
Missionvale,House,8,3,6,170,10339186
Summerstrand,Warehouse,6,2,1,310,521786
Summerstrand,Officeblock,5,3,4,190,13645704
Missionvale,Officeblock,6,4,0,750,11913825
Central,Flat,8,3,8,200,12439589
Summerstrand,Officeblock,6,1,1,770,1368954
Zwide,Officeblock,8,4,2,150,521786
Humewood,House,4,2,0,890,4535429
Summerstrand,House,7,4,8,790,8736917
Humewood,Warehouse,7,3,4,400,11682880
Central,Warehouse,7,4,12,400,1948696
Missionvale,Warehouse,2,3,2,420,1400431
Humewood,Flat,8,0,0,400,2493630
Zwide,Warehouse,3,4,1,580,10918301
Walmer,Officeblock,3,3,0,890,12347505
Summerstrand,Officeblock,8,2,4,150,5583257
Summerstrand,Flat,5,0,2,810,10349292
Walmer,Officeblock,3,2,2,200,2934990
Summerstrand,Warehouse,3,4,4,200,1263839
Humewood,Warehouse,7,2,12,170,11045934
Zwide,House,2,4,1,770,1405312
Summerstrand,House,5,4,1,190,14585200
Central,House,7,2,12,200,11212398
Central,Officeblock,5,4,2,770,10718657
Central,Warehouse,4,4,1,420,6831851
Missionvale,Officeblock,7,2,12,170,2428323
Walmer,Flat,1,4,8,420,544110
Walmer,Warehouse,1,4,0,580,12165340
Summerstrand,Officeblock,4,1,0,190,9958411
Humewood,Flat,3,4,2,520,5695447
Central,Flat,1,3,0,750,14616757
Walmer,Officeblock,2,2,12,190,1594447
Zwide,House,3,4,2,790,12439589
Humewood,Officeblock,4,2,4,890,7666748
Zwide,House,4,0,2,400,5695447
Missionvale,Flat,5,4,12,310,2221206
Central,Warehouse,8,1,0,200,13880068
Missionvale,Warehouse,3,2,6,170,13997172
Zwide,Flat,1,3,1,190,9608962
Summerstrand,Warehouse,3,2,4,580,7152761
Central,House,4,2,8,770,1574907
Zwide,Flat,6,4,12,400,13404796
Zwide,Officeblock,8,1,12,890,1263839
Humewood,Officeblock,5,1,6,200,7099751
Humewood,House,4,3,2,150,12770676
Zwide,Officeblock,7,4,0,750,14221469
Zwide,House,1,0,2,420,1538626
Missionvale,Officeblock,7,4,6,580,6732810
Zwide,Flat,3,0,6,770,1574907
Central,Officeblock,1,2,1,190,9817109
Humewood,Flat,5,4,8,190,5583257
Humewood,Officeblock,5,2,8,520,9182002
Central,Warehouse,3,2,12,420,5101883
Zwide,Warehouse,6,4,6,400,12648688
Humewood,Warehouse,3,0,8,190,4510711
Missionvale,Warehouse,2,4,2,170,1644011
Summerstrand,Warehouse,4,1,1,310,3542864
Summerstrand,Officeblock,8,1,2,150,14513366
Walmer,Flat,6,2,2,580,5354925
Summerstrand,Officeblock,7,2,12,310,2459573
Central,Warehouse,1,1,6,150,11893276
Walmer,House,5,4,1,890,4972749
Humewood,Flat,4,4,4,400,2872496
Walmer,Warehouse,8,1,12,420,13164946
Central,House,2,1,6,810,14616757
Missionvale,Warehouse,6,4,6,170,13997172
Zwide,House,1,2,1,170,3302852
Summerstrand,Warehouse,8,0,6,310,5494835
Humewood,Flat,4,1,4,170,521786
Zwide,Officeblock,1,0,12,370,11892977
Central,Warehouse,6,3,4,150,14877466
Missionvale,House,8,1,12,890,5998301
Central,Warehouse,3,3,4,580,12758034
Missionvale,Warehouse,7,3,0,400,9535470
Summerstrand,Warehouse,6,4,8,420,13164946
Zwide,Warehouse,8,0,2,810,2550410
Zwide,Flat,5,4,4,190,12770676
Walmer,House,8,0,8,890,823832
Zwide,House,6,3,6,420,6658610
Missionvale,Officeblock,5,4,4,170,12258589
Missionvale,Warehouse,7,3,8,190,2934990
Walmer,House,8,1,1,170,8725131
Walmer,Warehouse,2,1,8,420,4108109
Walmer,House,5,2,4,370,9970288
Missionvale,Officeblock,8,4,0,200,13237728
Zwide,Warehouse,7,1,8,170,10170801
Summerstrand,House,2,4,6,750,2829094
Missionvale,House,3,4,4,190,5895760
Humewood,Flat,6,0,0,420,9231781
Zwide,Flat,7,1,6,750,3816149
Summerstrand,Flat,6,4,2,790,14714182
Zwide,House,4,3,6,150,4535429
Central,Officeblock,4,4,2,580,10718657
Missionvale,Officeblock,1,0,6,190,1934400
Summerstrand,Flat,1,0,6,310,10511646
Humewood,Warehouse,7,1,6,420,2963559
Missionvale,Officeblock,7,0,8,750,14768180
Central,Flat,6,2,6,890,3131253
Humewood,House,6,1,8,750,6324226
Summerstrand,House,7,3,0,170,10332102
Central,Warehouse,3,2,2,520,7511028
Zwide,Flat,1,1,4,790,1165679
Missionvale,Warehouse,5,1,8,420,1714999
Walmer,House,5,1,8,170,5721363
Humewood,House,4,1,4,150,13781421
Walmer,Flat,5,3,12,370,12835619
Humewood,House,6,0,2,150,1644011
Central,Flat,2,4,2,750,13187314
Walmer,Flat,6,3,1,520,8258583
Summerstrand,Flat,4,2,8,170,12882681
Summerstrand,Warehouse,1,3,6,750,10753340
Central,Warehouse,2,3,4,770,1819847
Humewood,House,7,0,8,310,8544359
Missionvale,Flat,1,1,4,370,721367
Central,Flat,4,0,6,190,4696024
Summerstrand,House,5,3,0,310,14032196
Zwide,Flat,6,2,4,750,8081297
Zwide,Officeblock,7,3,2,150,13404796
Walmer,Flat,8,1,6,790,4961378
Missionvale,Warehouse,7,1,0,310,14292704
Walmer,House,7,3,8,310,1711897
Summerstrand,Officeblock,3,0,0,170,11875850
Zwide,House,3,2,12,890,7580424
Central,Warehouse,6,3,1,370,11965705
Zwide,Officeblock,4,3,0,750,875105
Humewood,Flat,4,3,1,520,2550410
Central,Warehouse,8,0,8,810,10424300
Central,Officeblock,5,1,4,170,664475
Central,Flat,5,4,6,890,6658610
Humewood,Officeblock,6,2,8,150,7271115
Summerstrand,Officeblock,3,4,2,420,521786
Humewood,Warehouse,8,4,4,170,4542049
Summerstrand,House,4,3,2,750,8225113
Central,Warehouse,7,2,2,580,11918919
Walmer,Warehouse,4,1,0,770,3198514
Walmer,Officeblock,5,3,6,400,6901260
Missionvale,Warehouse,2,4,1,770,3160830
Summerstrand,Flat,8,1,0,370,2123867
Missionvale,Warehouse,7,1,8,580,13404796
Humewood,Warehouse,8,2,2,310,12208778
Missionvale,House,6,0,1,810,4696024
Missionvale,House,5,4,1,790,11558246
Summerstrand,House,4,4,1,400,14877466
Central,Warehouse,5,4,4,890,10424300
Missionvale,Officeblock,1,1,4,200,10451628
Summerstrand,Flat,2,1,2,150,14984819
Central,Officeblock,3,4,6,520,8908108
Summerstrand,Officeblock,7,3,12,790,6205169
Zwide,Officeblock,1,1,4,750,5386074
Zwide,House,7,2,6,400,4035927
Zwide,Warehouse,6,0,8,310,2969915
Central,Warehouse,3,4,2,770,11468278
Walmer,Flat,6,1,6,200,5630106
Humewood,Warehouse,6,0,6,200,10257943
Zwide,Flat,2,1,2,370,14714182
Zwide,Flat,4,2,2,580,6217210
Zwide,Officeblock,6,0,2,790,833939
Central,Warehouse,4,4,4,200,10718657
Zwide,House,5,1,4,520,7974846
Zwide,Officeblock,3,2,6,890,9113921
Zwide,Flat,2,1,2,790,13950390
Central,Officeblock,5,3,6,170,12546053
Walmer,House,5,3,1,200,10339186
Missionvale,House,6,2,4,370,11538764
Walmer,Flat,4,0,8,150,9147088
Summerstrand,Flat,3,0,1,170,2221206
Missionvale,Warehouse,8,0,1,190,2297848
Walmer,Flat,6,4,6,200,7580424
Missionvale,Officeblock,6,2,8,420,2633196
Walmer,Warehouse,7,0,0,190,12170082
Humewood,House,1,0,12,420,9817109
Humewood,Flat,4,1,2,200,14768180
Zwide,Flat,2,4,12,420,4510711
Walmer,Officeblock,7,0,8,370,3323037
Missionvale,Flat,6,4,2,750,11526721
Summerstrand,House,3,4,6,750,876507
Walmer,Flat,7,3,12,310,12555914
Missionvale,Officeblock,6,4,1,770,4535429
Central,Officeblock,2,0,2,420,3172334
Central,Warehouse,1,0,0,750,13237728
Zwide,Warehouse,6,0,6,520,9322790
Summerstrand,Officeblock,8,3,4,170,1165679
Walmer,Warehouse,2,4,8,810,6223851
Missionvale,House,2,4,0,770,5998301
Walmer,Warehouse,1,4,2,400,12224966
Summerstrand,Officeblock,8,2,4,400,906
Summerstrand,Officeblock,5,3,1,770,4696024
Humewood,Warehouse,8,1,6,200,8258583
Zwide,Flat,4,2,4,580,1711897
Humewood,House,3,4,12,750,4821324
Walmer,Warehouse,8,2,2,190,3302852
Summerstrand,House,8,3,8,770,5546080
Missionvale,Warehouse,4,2,2,150,11227548
Central,Officeblock,8,0,2,170,11729396
Central,House,4,0,12,400,5873308
Summerstrand,Warehouse,7,4,12,370,1711897
Walmer,Warehouse,6,0,8,400,3999236
Walmer,Flat,6,1,6,190,4637063
Missionvale,Warehouse,8,3,1,310,5494835
Central,Warehouse,1,0,6,190,8087896
Summerstrand,House,4,3,4,810,385879
Missionvale,Officeblock,2,4,0,310,2459573
Zwide,House,1,4,1,150,558503
Central,Flat,4,4,0,200,2372920
Central,Flat,4,4,8,400,13793803
Walmer,Officeblock,6,0,6,370,1228128
Zwide,Officeblock,1,4,12,790,11729396
Central,Warehouse,4,3,0,370,4375304
Zwide,Flat,2,2,1,190,1457995
Summerstrand,Officeblock,7,2,4,400,9649342
Summerstrand,Warehouse,1,1,1,810,8725131
Humewood,Warehouse,2,0,8,580,12060347
Missionvale,House,8,0,6,520,801494
Summerstrand,Officeblock,7,1,12,520,13793803
Missionvale,Flat,7,1,1,580,9958411
Missionvale,Officeblock,2,1,0,170,10257943
Humewood,Flat,7,4,12,190,5851500
Central,Officeblock,5,4,12,150,6217210
Walmer,Warehouse,1,0,4,200,14032196
Walmer,Warehouse,2,0,6,890,12235344
Humewood,Flat,1,0,0,200,3999236
Walmer,Officeblock,6,1,6,200,12224966
Central,Officeblock,3,1,12,580,1323745
Central,House,2,0,8,150,3459695
Central,Warehouse,1,2,6,420,3642864
Walmer,Flat,2,1,6,310,9895098
Summerstrand,Officeblock,5,2,1,310,1848307
Summerstrand,Flat,8,0,12,310,3336605
Central,Flat,6,0,8,190,801494
Summerstrand,Warehouse,3,2,8,790,10753340
Walmer,Officeblock,6,1,4,190,5702510
Summerstrand,House,6,3,2,400,8400118
Missionvale,House,2,3,4,370,1752850
Walmer,Warehouse,2,0,2,750,8683415
Walmer,Flat,3,2,2,170,12619025
Central,House,4,4,8,400,13810525
Missionvale,House,6,2,4,150,10000969
Missionvale,Flat,7,2,12,400,2934990
Summerstrand,House,2,1,4,790,14984819
Zwide,Warehouse,1,0,2,770,8400118
Humewood,Officeblock,2,0,4,150,4510711
Central,Flat,8,3,2,580,13439632
Central,Warehouse,4,3,6,400,12153519
Zwide,House,6,0,2,200,5873308
Walmer,House,8,1,1,890,2734677
Walmer,Officeblock,8,2,0,370,1714999
Summerstrand,Officeblock,8,3,12,420,9895098
Walmer,Flat,5,4,8,400,14466302
Walmer,Flat,8,0,8,520,12258589
Summerstrand,Officeblock,1,1,6,770,14209030
Missionvale,House,6,4,8,810,5248603
Humewood,House,7,0,12,890,409303
Central,House,2,1,8,770,9955348
Humewood,Flat,5,0,12,200,2829094
Central,Warehouse,5,0,1,200,1538626
Walmer,House,2,1,6,770,9901375
Walmer,Officeblock,5,3,1,200,12688335
Humewood,Warehouse,2,1,4,770,8225113
Humewood,Flat,7,2,0,400,7144412
Zwide,House,5,3,1,400,3534567
Humewood,Officeblock,7,3,0,170,13321366
Central,Officeblock,1,1,8,770,14585200
Central,Flat,1,3,1,790,2372920
Walmer,Flat,6,4,1,150,6768476
Missionvale,Flat,7,0,4,170,3816149
Walmer,Warehouse,2,0,6,750,10332102
Missionvale,Warehouse,6,0,8,790,6768476
Zwide,House,2,3,6,370,6113017
Humewood,House,6,4,6,420,626708
Humewood,Flat,5,4,4,890,11627150
Humewood,Flat,1,0,0,890,4523922
Summerstrand,Warehouse,7,0,4,520,10004857
Central,House,1,0,4,200,4961378
Humewood,House,1,4,2,520,7666748
Summerstrand,Flat,6,4,1,890,7862916
Summerstrand,Officeblock,6,2,4,400,4286469
Humewood,Flat,4,4,0,810,1538626
Missionvale,Flat,1,4,4,750,1400431
Zwide,Officeblock,1,2,6,810,12182706
Missionvale,Flat,8,1,2,420,5375351
Humewood,Flat,2,0,2,370,3362446
Central,Warehouse,2,0,0,400,5695447
Humewood,House,5,1,1,580,5867639
Missionvale,Warehouse,7,0,4,770,287456
Missionvale,Warehouse,8,1,0,400,12984574
Summerstrand,Officeblock,4,4,1,170,2734677
Central,Warehouse,1,4,12,310,13880068
Summerstrand,Officeblock,5,0,12,170,11174742
Summerstrand,House,4,1,2,400,13164946
Summerstrand,Warehouse,8,0,12,170,3186669
Summerstrand,Flat,2,0,8,810,409303
Central,Warehouse,4,3,4,520,12758034
Missionvale,Flat,5,2,6,200,5431442
Humewood,Warehouse,5,1,8,420,14430499
Summerstrand,Officeblock,2,1,8,370,7630131
Missionvale,House,3,4,6,810,2428323
Zwide,House,6,1,0,190,2969915
Humewood,Warehouse,6,1,8,420,12660007
Summerstrand,Officeblock,3,4,4,810,1457995
Humewood,Warehouse,8,3,2,370,13178598
Central,Warehouse,7,3,8,810,2919451
Summerstrand,House,1,3,0,770,11307153
Central,House,7,4,8,170,9626924
Central,Warehouse,7,3,0,150,11411931
Zwide,House,7,4,6,770,7827524
Zwide,Officeblock,2,3,1,520,7363977
Summerstrand,Officeblock,2,3,6,170,8772350
Walmer,House,3,3,4,810,13339513
Humewood,Flat,5,2,4,370,9623586
Zwide,Flat,5,1,12,400,6093746
Zwide,Officeblock,7,4,1,580,12555914
Missionvale,Warehouse,6,4,2,400,10238838
Zwide,Flat,8,4,0,420,8736917
Humewood,Warehouse,4,2,0,790,13439632
Walmer,House,1,3,0,520,5998301
Central,Flat,1,3,8,580,4542049
Missionvale,Warehouse,3,2,4,310,14032196
Zwide,Officeblock,7,2,12,520,13756276
Summerstrand,Warehouse,6,3,12,580,9626924
Missionvale,Officeblock,1,2,2,580,975726
Missionvale,Officeblock,3,1,1,790,7297505
Summerstrand,House,5,1,8,770,876463
Zwide,Flat,6,2,2,150,13270557
Summerstrand,Warehouse,6,0,6,810,13756276
Missionvale,Officeblock,1,1,4,520,2734472
Summerstrand,Warehouse,7,0,4,150,2993386
Humewood,House,4,0,6,750,13950390
Central,Warehouse,2,4,6,810,1890935
Walmer,Warehouse,6,3,12,790,3459695
Zwide,Flat,8,4,2,810,2493630
Central,Flat,8,4,6,810,14997398
Walmer,Officeblock,6,4,2,790,11468278
